Mês,Real,Previsto,Erro,Erro %
2024-09,"197.449.378,60","225.009.492,23","-27.560.113,63","-13,96"
2024-10,"208.776.097,50","238.363.906,29","-29.587.808,79","-14,17"
2024-11,"271.471.986,00","294.285.080,02","-22.813.094,02","-8,40"
2024-12,"304.059.814,60","310.577.924,63","-6.518.110,03","-2,14"
2025-01,"272.499.389,40","278.851.024,64","-6.351.635,24","-2,33"
2025-02,"390.730.124,90","367.731.503,59","22.998.621,31","5,89"
2025-03,"252.222.143,10","242.844.887,68","9.377.255,42","3,72"
2025-04,"252.915.950,10","263.174.793,84","-10.258.843,74","-4,06"
2025-05,"325.800.665,10","287.889.756,93","37.910.908,17","11,64"
2025-06,"346.674.241,70","286.041.853,87","60.632.387,83","17,49"
2025-07,"205.915.210,50","226.891.528,31","-20.976.317,81","-10,19"
2025-08,"277.553.308,90","267.243.794,35","10.309.514,55","3,71"
