Mês,Valores_Previstos
2025-09,"220.763.273,57"
2025-10,"223.329.886,23"
2025-11,"239.584.682,01"
2025-12,"433.330.013,77"
2026-01,"230.285.135,03"
2026-02,"218.800.828,14"
2026-03,"213.493.348,98"
2026-04,"213.632.136,80"
2026-05,"219.249.198,92"
2026-06,"227.053.761,08"
2026-07,"226.040.709,02"
2026-08,"215.848.707,01"
