Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),127620706.03084442,"127.620.706,03"
MAE (Mean Absolute Error),103948458.44120188,"103.948.458,44"
MAPE (Mean Absolute % Error),14.799208911085938,"14,80"
