Mês,Valores_Previstos
2025-09,"580.720.121,48"
2025-10,"625.080.107,48"
2025-11,"760.533.257,03"
2025-12,"825.651.340,01"
2026-01,"795.993.490,80"
2026-02,"1.006.927.317,56"
2026-03,"688.050.855,00"
2026-04,"713.316.459,77"
2026-05,"845.819.983,92"
2026-06,"838.504.689,50"
2026-07,"571.866.785,13"
2026-08,"723.952.138,21"
