Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),21999036.11144899,"21.999.036,11"
MAE (Mean Absolute Error),19446543.18798502,"19.446.543,19"
MAPE (Mean Absolute % Error),13.65176927652949,"13,65"
