Mês,Real,Previsto,Erro,Erro %
2024-09,"171.309.329,70","170.979.789,98","329.539,72","0,19"
2024-10,"172.797.059,30","157.578.975,21","15.218.084,09","8,81"
2024-11,"155.289.740,30","152.234.944,70","3.054.795,60","1,97"
2024-12,"170.495.747,30","176.604.133,32","-6.108.386,02","-3,58"
2025-01,"1.655.805.069,00","1.619.446.210,94","36.358.858,06","2,20"
2025-02,"920.521.284,30","1.014.203.654,02","-93.682.369,72","-10,18"
2025-03,"736.823.669,00","668.233.012,53","68.590.656,47","9,31"
2025-04,"564.389.967,80","588.897.918,87","-24.507.951,07","-4,34"
2025-05,"289.017.501,50","307.563.034,89","-18.545.533,39","-6,42"
2025-06,"229.542.326,00","251.687.860,83","-22.145.534,83","-9,65"
2025-07,"243.852.552,20","264.014.319,45","-20.161.767,25","-8,27"
2025-08,"193.585.269,60","239.975.545,22","-46.390.275,62","-23,96"
