Mês,Real,Previsto,Erro,Erro %
2024-09,"344.616.368,20","425.382.428,15","-80.766.059,95","-23,44"
2024-10,"367.575.659,40","431.471.687,49","-63.896.028,09","-17,38"
2024-11,"470.020.601,00","437.925.909,49","32.094.691,51","6,83"
2024-12,"527.660.204,10","440.770.708,34","86.889.495,76","16,47"
2025-01,"484.621.626,30","441.490.729,79","43.130.896,51","8,90"
2025-02,"658.543.877,60","440.554.750,07","217.989.127,53","33,10"
2025-03,"432.016.797,70","435.544.368,18","-3.527.570,48","-0,82"
2025-04,"437.896.171,40","438.785.265,26","-889.093,86","-0,20"
2025-05,"559.635.213,90","439.997.837,89","119.637.376,01","21,38"
2025-06,"578.756.032,80","439.056.750,38","139.699.282,42","24,14"
2025-07,"353.023.347,70","433.873.815,82","-80.850.468,12","-22,90"
2025-08,"467.714.646,80","437.955.238,55","29.759.408,25","6,36"
