Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),2240641984.6612144,"2.240.641.984,66"
MAE (Mean Absolute Error),1738811805.2041006,"1.738.811.805,20"
MAPE (Mean Absolute % Error),13.817090619399398,"13,82"
