Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),30107272.90927892,"30.107.272,91"
MAE (Mean Absolute Error),27946458.8207439,"27.946.458,82"
MAPE (Mean Absolute % Error),22.10953079226976,"22,11"
