Mês,Real,Previsto,Erro,Erro %
2024-09,"115.932.252,50","120.303.568,86","-4.371.316,36","-3,77"
2024-10,"139.091.420,90","127.754.445,98","11.336.974,92","8,15"
2024-11,"115.377.697,90","133.054.388,20","-17.676.690,30","-15,32"
2024-12,"145.487.413,10","175.956.305,90","-30.468.892,80","-20,94"
2025-01,"151.461.125,30","116.659.893,36","34.801.231,94","22,98"
2025-02,"195.133.084,80","122.152.031,80","72.981.053,00","37,40"
2025-03,"144.923.799,90","131.025.570,95","13.898.228,95","9,59"
2025-04,"158.305.657,00","125.797.780,56","32.507.876,44","20,53"
2025-05,"120.997.872,50","124.149.318,67","-3.151.446,17","-2,60"
2025-06,"146.215.898,30","132.067.047,22","14.148.851,08","9,68"
2025-07,"132.882.405,40","156.598.922,71","-23.716.517,31","-17,85"
2025-08,"162.384.294,80","167.991.841,38","-5.607.546,58","-3,45"
