Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),1547211076.9411817,"1.547.211.076,94"
MAE (Mean Absolute Error),1268207182.7535543,"1.268.207.182,75"
MAPE (Mean Absolute % Error),4.097739397942413,"4,10"
