Mês,Real,Previsto,Erro,Erro %
2024-09,"10.026.529,44","12.056.950,48","-2.030.421,04","-20,25"
2024-10,"10.092.941,19","11.667.140,23","-1.574.199,04","-15,60"
2024-11,"7.143.460,96","10.983.379,17","-3.839.918,21","-53,75"
2024-12,"7.284.273,57","11.537.054,67","-4.252.781,10","-58,38"
2025-01,"11.472.779,25","12.525.118,14","-1.052.338,89","-9,17"
2025-02,"21.827.559,18","12.524.735,89","9.302.823,29","42,62"
2025-03,"12.867.778,41","12.413.653,29","454.125,12","3,53"
2025-04,"11.275.806,47","12.423.540,90","-1.147.734,43","-10,18"
2025-05,"11.016.942,68","12.439.809,88","-1.422.867,20","-12,92"
2025-06,"12.641.848,38","12.511.381,75","130.466,63","1,03"
2025-07,"13.199.908,58","12.528.140,07","671.768,51","5,09"
2025-08,"17.489.221,29","12.498.738,69","4.990.482,60","28,53"
