Mês,Real,Previsto,Erro,Erro %
2024-09,"77.922.821,91","77.074.466,86","848.355,05","1,09"
2024-10,"68.723.998,76","72.393.424,14","-3.669.425,38","-5,34"
2024-11,"46.496.530,23","56.094.143,79","-9.597.613,56","-20,64"
2024-12,"46.562.908,53","50.602.089,22","-4.039.180,69","-8,67"
2025-01,"97.684.007,82","90.207.269,07","7.476.738,75","7,65"
2025-02,"83.253.948,66","85.116.587,24","-1.862.638,58","-2,24"
2025-03,"102.853.014,40","101.158.173,94","1.694.840,46","1,65"
2025-04,"96.206.571,74","106.337.029,82","-10.130.458,08","-10,53"
2025-05,"98.980.682,62","108.385.602,47","-9.404.919,85","-9,50"
2025-06,"104.936.711,00","103.302.628,88","1.634.082,12","1,56"
2025-07,"105.268.898,30","113.723.959,73","-8.455.061,43","-8,03"
2025-08,"89.793.215,29","101.426.072,84","-11.632.857,55","-12,96"
