Mês,Real,Previsto,Erro,Erro %
2024-09,"153.713.748,00","184.531.310,30","-30.817.562,30","-20,05"
2024-10,"164.340.814,90","190.709.231,89","-26.368.416,99","-16,04"
2024-11,"209.190.554,30","195.563.621,79","13.626.932,51","6,51"
2024-12,"234.992.642,80","196.334.449,83","38.658.192,97","16,45"
2025-01,"226.089.793,50","196.578.352,48","29.511.441,02","13,05"
2025-02,"315.631.034,80","196.487.239,67","119.143.795,13","37,75"
2025-03,"205.383.182,80","195.350.215,60","10.032.967,20","4,88"
2025-04,"207.059.455,70","195.280.002,82","11.779.452,88","5,69"
2025-05,"265.674.467,00","195.492.737,45","70.181.729,55","26,42"
2025-06,"278.731.465,30","195.057.539,95","83.673.925,35","30,02"
2025-07,"167.752.214,70","192.612.406,59","-24.860.191,89","-14,82"
2025-08,"224.227.565,20","195.465.975,38","28.761.589,82","12,83"
