Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),634509155.3825214,"634.509.155,38"
MAE (Mean Absolute Error),449714970.7067723,"449.714.970,71"
MAPE (Mean Absolute % Error),12.158989031994345,"12,16"
