Mês,Real,Previsto,Erro,Erro %
2024-09,"524.241.647,10","611.550.038,27","-87.308.391,17","-16,65"
2024-10,"559.785.135,60","612.900.074,84","-53.114.939,24","-9,49"
2024-11,"714.277.514,50","614.451.547,53","99.825.966,97","13,98"
2024-12,"802.108.287,00","615.186.931,12","186.921.355,88","23,30"
2025-01,"727.509.470,70","615.458.352,10","112.051.118,60","15,40"
2025-02,"965.044.163,20","615.534.911,14","349.509.252,06","36,22"
2025-03,"637.787.140,50","612.413.360,43","25.373.780,07","3,98"
2025-04,"649.603.732,20","613.118.934,66","36.484.797,54","5,62"
2025-05,"827.253.658,80","613.497.615,64","213.756.043,16","25,84"
2025-06,"844.359.731,30","612.817.253,15","231.542.478,15","27,42"
2025-07,"521.384.984,90","610.719.501,04","-89.334.516,14","-17,13"
2025-08,"685.235.336,60","611.988.520,59","73.246.816,01","10,69"
