Mês,Real,Previsto,Erro,Erro %
2024-09,"1.398.038.681,00","1.454.375.489,20","-56.336.808,20","-4,03"
2024-10,"1.459.033.280,00","1.476.081.244,89","-17.047.964,89","-1,17"
2024-11,"1.652.351.442,00","1.626.033.786,00","26.317.656,00","1,59"
2024-12,"3.081.355.510,00","1.723.876.118,05","1.357.479.391,95","44,05"
2025-01,"1.708.118.591,00","1.576.321.889,64","131.796.701,36","7,72"
2025-02,"1.932.348.658,00","1.703.858.459,88","228.490.198,12","11,82"
2025-03,"1.721.470.891,00","1.585.659.261,83","135.811.629,17","7,89"
2025-04,"1.665.188.565,00","1.580.503.879,16","84.684.685,84","5,09"
2025-05,"2.150.548.129,00","1.638.997.114,20","511.551.014,80","23,79"
2025-06,"1.811.677.171,00","1.642.721.109,55","168.956.061,45","9,33"
2025-07,"1.523.329.254,00","1.521.160.928,06","2.168.325,94","0,14"
2025-08,"1.651.564.932,00","1.589.035.221,60","62.529.710,40","3,79"
