Mês,Valores_Previstos
2025-09,"539.998.738,12"
2025-10,"573.761.829,58"
2025-11,"702.434.682,91"
2025-12,"754.877.344,88"
2026-01,"695.515.166,60"
2026-02,"922.748.705,19"
2026-03,"625.384.879,24"
2026-04,"648.712.618,46"
2026-05,"756.055.391,26"
2026-06,"765.564.796,98"
2026-07,"534.303.280,52"
2026-08,"669.549.603,03"
