Mês,Valores_Previstos
2025-09,"41.647.044,67"
2025-10,"38.847.613,77"
2025-11,"39.570.541,95"
2025-12,"45.519.648,13"
2026-01,"40.679.558,34"
2026-02,"40.034.038,93"
2026-03,"40.877.339,46"
2026-04,"39.853.810,80"
2026-05,"41.008.577,24"
2026-06,"43.764.340,74"
2026-07,"42.651.856,31"
2026-08,"43.310.799,80"
