Mês,Real,Previsto,Erro,Erro %
2024-09,"42.317.442,50","46.177.159,51","-3.859.717,01","-9,12"
2024-10,"38.616.238,04","42.971.927,67","-4.355.689,63","-11,28"
2024-11,"22.389.682,72","29.547.374,80","-7.157.692,08","-31,97"
2024-12,"20.323.754,04","32.596.088,98","-12.272.334,94","-60,38"
2025-01,"68.470.277,25","63.783.432,40","4.686.844,85","6,85"
2025-02,"56.404.803,99","55.003.309,27","1.401.494,72","2,48"
2025-03,"62.260.946,11","62.495.878,28","-234.932,17","-0,38"
2025-04,"69.849.674,97","66.637.759,78","3.211.915,19","4,60"
2025-05,"64.621.697,47","61.329.578,21","3.292.119,26","5,09"
2025-06,"59.883.852,25","63.506.236,72","-3.622.384,47","-6,05"
2025-07,"74.399.551,49","66.936.311,96","7.463.239,53","10,03"
2025-08,"57.707.827,06","54.317.789,71","3.390.037,35","5,87"
