Mês,Real,Previsto,Erro,Erro %
2024-09,"853.161.542,20","798.789.058,14","54.372.484,06","6,37"
2024-10,"747.769.578,70","820.348.705,57","-72.579.126,87","-9,71"
2024-11,"904.162.980,40","899.815.412,00","4.347.568,40","0,48"
2024-12,"1.021.939.294,00","1.033.106.601,72","-11.167.307,72","-1,09"
2025-01,"863.121.277,70","895.908.165,54","-32.786.887,84","-3,80"
2025-02,"1.130.095.782,00","1.003.375.456,33","126.720.325,67","11,21"
2025-03,"808.806.437,90","844.679.576,85","-35.873.138,95","-4,44"
2025-04,"862.952.684,10","910.294.141,98","-47.341.457,88","-5,49"
2025-05,"927.192.125,50","939.629.128,02","-12.437.002,52","-1,34"
2025-06,"1.374.658.520,00","936.268.343,77","438.390.176,23","31,89"
2025-07,"534.243.821,10","860.333.702,39","-326.089.881,29","-61,04"
2025-08,"947.794.697,00","903.597.641,66","44.197.055,34","4,66"
