Mês,Real,Previsto,Erro,Erro %
2024-09,"1.049.072.569,00","1.148.476.110,67","-99.403.541,67","-9,48"
2024-10,"1.098.452.566,00","1.166.823.907,33","-68.371.341,33","-6,22"
2024-11,"1.249.757.348,00","1.265.482.180,55","-15.724.832,55","-1,26"
2024-12,"2.623.058.365,00","1.392.601.360,27","1.230.457.004,73","46,91"
2025-01,"1.290.077.956,00","1.281.838.680,54","8.239.275,46","0,64"
2025-02,"1.492.509.863,00","1.333.029.354,83","159.480.508,17","10,69"
2025-03,"1.292.023.574,00","1.245.299.977,83","46.723.596,17","3,62"
2025-04,"1.271.361.423,00","1.286.670.912,11","-15.309.489,11","-1,20"
2025-05,"1.732.970.514,00","1.335.090.761,07","397.879.752,93","22,96"
2025-06,"1.387.677.584,00","1.287.419.997,01","100.257.586,99","7,22"
2025-07,"1.162.770.065,00","1.241.620.934,81","-78.850.869,81","-6,78"
2025-08,"1.261.422.811,00","1.294.854.349,63","-33.431.538,63","-2,65"
