Mês,Valores_Previstos
2025-09,"145.970.341,26"
2025-10,"145.590.451,98"
2025-11,"146.380.615,67"
2025-12,"144.717.279,36"
2026-01,"143.771.226,16"
2026-02,"142.755.618,41"
2026-03,"145.812.501,71"
2026-04,"145.772.958,67"
2026-05,"147.646.885,92"
2026-06,"146.013.734,27"
2026-07,"146.189.402,13"
2026-08,"144.909.262,88"
