Mês,Real,Previsto,Erro,Erro %
2024-09,"359.138.292,40","388.613.664,88","-29.475.372,48","-8,21"
2024-10,"375.742.019,70","417.146.869,47","-41.404.849,77","-11,02"
2024-11,"498.527.507,50","498.644.919,68","-117.412,18","-0,02"
2024-12,"556.845.187,10","525.894.131,31","30.951.055,79","5,56"
2025-01,"461.481.606,40","487.024.292,88","-25.542.686,48","-5,53"
2025-02,"676.989.317,40","650.926.208,64","26.063.108,76","3,85"
2025-03,"434.161.770,60","423.747.901,83","10.413.868,77","2,40"
2025-04,"433.426.609,60","458.202.048,59","-24.775.438,99","-5,72"
2025-05,"560.161.941,70","501.670.230,24","58.491.711,46","10,44"
2025-06,"602.933.619,60","511.553.439,57","91.380.180,03","15,16"
2025-07,"354.318.616,70","392.297.645,66","-37.979.028,96","-10,72"
2025-08,"481.161.618,40","468.703.220,89","12.458.397,51","2,59"
