Mês,Real,Previsto,Erro,Erro %
2024-09,"242.731.217,50","241.657.597,84","1.073.619,66","0,44"
2024-10,"264.902.982,80","260.039.550,40","4.863.432,40","1,84"
2024-11,"323.930.925,10","332.949.487,07","-9.018.561,97","-2,78"
2024-12,"365.964.075,80","304.944.763,54","61.019.312,26","16,67"
2025-01,"384.028.191,00","360.557.223,71","23.470.967,29","6,11"
2025-02,"491.078.533,90","428.512.851,65","62.565.682,25","12,74"
2025-03,"328.296.778,90","292.263.152,91","36.033.625,99","10,98"
2025-04,"336.862.266,20","311.576.388,66","25.285.877,54","7,51"
2025-05,"426.665.033,10","361.620.235,59","65.044.797,51","15,24"
2025-06,"426.666.667,30","347.952.699,77","78.713.967,53","18,45"
2025-07,"268.550.509,20","254.903.107,77","13.647.401,43","5,08"
2025-08,"348.562.749,40","304.445.582,26","44.117.167,14","12,66"
