Mês,Real,Previsto,Erro,Erro %
2024-09,"661.201.898,20","660.977.102,04","224.796,16","0,03"
2024-10,"656.797.931,90","663.326.252,21","-6.528.320,31","-0,99"
2024-11,"693.232.209,40","659.853.955,65","33.378.253,75","4,81"
2024-12,"754.433.392,20","666.504.092,45","87.929.299,75","11,66"
2025-01,"670.599.996,60","678.005.890,61","-7.405.894,01","-1,10"
2025-02,"619.884.641,00","639.221.532,67","-19.336.891,67","-3,12"
2025-03,"591.049.874,70","625.838.301,74","-34.788.427,04","-5,89"
2025-04,"660.874.189,80","650.941.136,32","9.933.053,48","1,50"
2025-05,"662.677.926,70","645.008.257,98","17.669.668,72","2,67"
2025-06,"734.897.772,90","670.227.080,39","64.670.692,51","8,80"
2025-07,"725.046.345,30","679.858.819,35","45.187.525,95","6,23"
2025-08,"773.297.361,30","682.175.338,91","91.122.022,39","11,78"
