Mês,Real,Previsto,Erro,Erro %
2024-09,"197.449.378,60","225.329.892,10","-27.880.513,50","-14,12"
2024-10,"208.776.097,50","236.597.078,76","-27.820.981,26","-13,33"
2024-11,"271.471.986,00","299.043.988,63","-27.572.002,63","-10,16"
2024-12,"304.059.814,60","317.749.099,33","-13.689.284,73","-4,50"
2025-01,"272.499.389,40","283.089.668,79","-10.590.279,39","-3,89"
2025-02,"390.730.124,90","385.400.953,60","5.329.171,30","1,36"
2025-03,"252.222.143,10","253.290.231,94","-1.068.088,84","-0,42"
2025-04,"252.915.950,10","271.873.227,99","-18.957.277,89","-7,50"
2025-05,"325.800.665,10","298.608.601,47","27.192.063,63","8,35"
2025-06,"346.674.241,70","307.778.941,27","38.895.300,43","11,22"
2025-07,"205.915.210,50","232.920.525,73","-27.005.315,23","-13,11"
2025-08,"277.553.308,90","295.998.881,51","-18.445.572,61","-6,65"
