Mês,Valores_Previstos
2025-09,"4.544.867.093,32"
2025-10,"4.544.901.733,00"
2025-11,"4.550.664.882,44"
2025-12,"4.835.067.814,55"
2026-01,"5.050.384.903,86"
2026-02,"4.373.749.935,61"
2026-03,"4.583.770.383,11"
2026-04,"4.612.255.177,10"
2026-05,"4.687.775.164,37"
2026-06,"4.641.385.811,31"
2026-07,"4.693.240.563,65"
2026-08,"4.760.765.037,88"
