Mês,Real,Previsto,Erro,Erro %
2024-09,"344.616.368,20","366.712.532,53","-22.096.164,33","-6,41"
2024-10,"367.575.659,40","387.893.877,96","-20.318.218,56","-5,53"
2024-11,"470.020.601,00","481.107.029,67","-11.086.428,67","-2,36"
2024-12,"527.660.204,10","515.699.019,28","11.961.184,82","2,27"
2025-01,"484.621.626,30","492.341.969,68","-7.720.343,38","-1,59"
2025-02,"658.543.877,60","645.035.992,91","13.507.884,69","2,05"
2025-03,"432.016.797,70","427.688.497,41","4.328.300,29","1,00"
2025-04,"437.896.171,40","457.319.696,03","-19.423.524,63","-4,44"
2025-05,"559.635.213,90","511.909.663,44","47.725.550,46","8,53"
2025-06,"578.756.032,80","519.339.752,41","59.416.280,39","10,27"
2025-07,"353.023.347,70","385.404.087,90","-32.380.740,20","-9,17"
2025-08,"467.714.646,80","461.557.263,45","6.157.383,35","1,32"
