Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),233472691.02593544,"233.472.691,03"
MAE (Mean Absolute Error),193097248.05731273,"193.097.248,06"
MAPE (Mean Absolute % Error),8.090775561629734,"8,09"
