Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),28888406.415123865,"28.888.406,42"
MAE (Mean Absolute Error),22747711.5493779,"22.747.711,55"
MAPE (Mean Absolute % Error),16.493949693562794,"16,49"
