Mês,Real,Previsto,Erro,Erro %
2024-09,"5.252.344,86","91.102.010,65","-85.849.665,79","-1.634,50"
2024-10,"4.558.085,20","88.430.453,01","-83.872.367,81","-1.840,08"
2024-11,"5.641.484,75","97.933.438,40","-92.291.953,65","-1.635,95"
2024-12,"7.470.229,62","105.707.922,07","-98.237.692,45","-1.315,06"
2025-01,"3.764.899,12","96.780.657,03","-93.015.757,91","-2.470,60"
2025-02,"5.135.334,14","92.888.807,63","-87.753.473,49","-1.708,82"
2025-03,"5.086.973,85","96.885.569,92","-91.798.596,07","-1.804,58"
2025-04,"4.864.722,68","94.771.628,65","-89.906.905,97","-1.848,14"
2025-05,"6.014.520,13","97.713.576,75","-91.699.056,62","-1.524,63"
2025-06,"4.889.312,69","96.380.541,76","-91.491.229,07","-1.871,25"
2025-07,"6.876.446,01","99.412.514,53","-92.536.068,52","-1.345,70"
2025-08,"7.041.786,27","99.082.170,57","-92.040.384,30","-1.307,06"
