Mês,Real,Previsto,Erro,Erro %
2024-09,"3.289.015.053,00","3.539.559.984,18","-250.544.931,18","-7,62"
2024-10,"3.237.995.062,00","3.537.805.831,86","-299.810.769,86","-9,26"
2024-11,"3.901.673.756,00","3.565.521.085,42","336.152.670,58","8,62"
2024-12,"3.755.247.791,00","3.732.290.201,95","22.957.589,05","0,61"
2025-01,"3.592.514.664,00","3.629.411.235,37","-36.896.571,37","-1,03"
2025-02,"3.658.131.705,00","3.716.542.313,60","-58.410.608,60","-1,60"
2025-03,"3.053.185.461,00","3.792.404.254,33","-739.218.793,33","-24,21"
2025-04,"3.279.915.013,00","3.705.915.676,10","-426.000.663,10","-12,99"
2025-05,"3.539.022.830,00","3.743.231.460,70","-204.208.630,70","-5,77"
2025-06,"3.795.614.098,00","3.795.535.028,56","79.069,44","0,00"
2025-07,"4.259.221.936,00","3.836.531.703,02","422.690.232,98","9,92"
2025-08,"3.473.667.394,00","3.840.166.003,25","-366.498.609,25","-10,55"
