Mês,Valores_Previstos
2025-09,"7.909.501.869,82"
2025-10,"7.953.140.105,16"
2025-11,"7.976.865.841,58"
2025-12,"7.985.731.448,40"
2026-01,"7.880.937.430,23"
2026-02,"7.878.933.100,98"
2026-03,"7.936.613.291,60"
2026-04,"7.961.678.837,93"
2026-05,"7.886.341.073,75"
2026-06,"7.866.749.733,53"
2026-07,"7.869.521.238,60"
2026-08,"7.906.102.995,19"
