Mês,Real,Previsto,Erro,Erro %
2024-09,"1.317.408.956,00","1.257.394.797,01","60.014.158,99","4,56"
2024-10,"1.153.292.607,00","1.121.788.244,92","31.504.362,08","2,73"
2024-11,"1.390.182.058,00","1.157.090.353,02","233.091.704,98","16,77"
2024-12,"1.335.801.775,00","1.112.431.788,45","223.369.986,55","16,72"
2025-01,"1.284.014.020,00","1.160.098.160,03","123.915.859,97","9,65"
2025-02,"1.174.200.927,00","1.098.558.293,20","75.642.633,80","6,44"
2025-03,"1.047.895.831,00","1.132.043.046,54","-84.147.215,54","-8,03"
2025-04,"1.210.102.116,00","1.122.780.169,07","87.321.946,93","7,22"
2025-05,"1.167.219.600,00","1.109.132.632,05","58.086.967,95","4,98"
2025-06,"1.307.495.057,00","1.210.368.525,69","97.126.531,31","7,43"
2025-07,"1.395.414.210,00","1.199.986.946,10","195.427.263,90","14,00"
2025-08,"1.356.464.127,00","1.213.193.281,20","143.270.845,80","10,56"
