Mês,Valores_Previstos
2025-09,"139.303.847,50"
2025-10,"143.877.921,16"
2025-11,"144.230.730,98"
2025-12,"181.847.218,18"
2026-01,"135.929.440,85"
2026-02,"145.966.065,86"
2026-03,"146.384.390,83"
2026-04,"144.112.208,37"
2026-05,"137.949.837,04"
2026-06,"147.389.094,44"
2026-07,"164.994.749,19"
2026-08,"177.624.855,65"
