Mês,Real,Previsto,Erro,Erro %
2024-09,"29.330.869.990,00","29.181.901.240,73","148.968.749,27","0,51"
2024-10,"31.230.370.970,00","29.352.075.662,52","1.878.295.307,48","6,01"
2024-11,"29.518.094.370,00","29.870.273.611,41","-352.179.241,41","-1,19"
2024-12,"33.835.090.870,00","33.530.364.470,02","304.726.399,98","0,90"
2025-01,"40.523.259.020,00","36.434.728.051,87","4.088.530.968,13","10,09"
2025-02,"33.218.839.920,00","30.984.516.400,58","2.234.323.519,42","6,73"
2025-03,"30.515.544.490,00","30.981.350.730,51","-465.806.240,51","-1,53"
2025-04,"32.097.175.610,00","30.895.028.583,13","1.202.147.026,87","3,75"
2025-05,"31.276.461.330,00","31.293.832.699,31","-17.371.369,31","-0,06"
2025-06,"29.028.169.580,00","30.447.175.413,43","-1.419.005.833,43","-4,89"
2025-07,"31.697.976.390,00","30.814.572.028,46","883.404.361,54","2,79"
2025-08,"29.909.954.870,00","31.243.977.875,59","-1.334.023.005,59","-4,46"
