Mês,Real,Previsto,Erro,Erro %
2024-09,"665.618.791,40","691.673.243,94","-26.054.452,54","-3,91"
2024-10,"690.841.090,10","707.319.660,84","-16.478.570,74","-2,39"
2024-11,"772.337.263,30","719.739.894,49","52.597.368,81","6,81"
2024-12,"808.873.187,40","766.864.970,59","42.008.216,81","5,19"
2025-01,"784.862.601,50","744.189.753,70","40.672.847,80","5,18"
2025-02,"876.154.267,40","718.349.698,34","157.804.569,06","18,01"
2025-03,"700.258.269,50","708.597.979,93","-8.339.710,43","-1,19"
2025-04,"712.955.352,60","730.492.244,36","-17.536.891,76","-2,46"
2025-05,"711.973.696,00","715.381.441,20","-3.407.745,20","-0,48"
2025-06,"696.265.761,40","721.594.330,78","-25.328.569,38","-3,64"
2025-07,"713.267.174,80","713.424.610,38","-157.435,58","-0,02"
2025-08,"696.458.045,60","722.296.165,11","-25.838.119,51","-3,71"
