Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),232889000.62736636,"232.889.000,63"
MAE (Mean Absolute Error),138903328.66146132,"138.903.328,66"
MAPE (Mean Absolute % Error),6.2295335608785205,"6,23"
