Mês,Real,Previsto,Erro,Erro %
2024-09,"2.092.850,41","1.012.531,13","1.080.319,28","51,62"
2024-10,"1.379.275,56","1.022.671,24","356.604,32","25,85"
2024-11,"969.879,49","1.021.422,09","-51.542,60","-5,31"
2024-12,"2.703.559,04","1.017.389,06","1.686.169,98","62,37"
2025-01,"660.847,10","1.002.662,24","-341.815,14","-51,72"
2025-02,"781.928,79","974.746,09","-192.817,30","-24,66"
2025-03,"724.812,81","964.378,02","-239.565,21","-33,05"
2025-04,"622.557,38","953.756,02","-331.198,64","-53,20"
2025-05,"715.639,04","947.264,62","-231.625,58","-32,37"
2025-06,"1.079.785,93","948.474,62","131.311,31","12,16"
2025-07,"639.429,70","948.183,33","-308.753,63","-48,29"
2025-08,"510.263,99","950.560,08","-440.296,09","-86,29"
