Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),189232174.395632,"189.232.174,40"
MAE (Mean Absolute Error),145547381.11573252,"145.547.381,12"
MAPE (Mean Absolute % Error),6.131770068530329,"6,13"
