Mês,Real,Previsto,Erro,Erro %
2024-09,"183.451.329,00","101.707.480,70","81.743.848,30","44,56"
2024-10,"121.898.328,20","102.110.943,31","19.787.384,89","16,23"
2024-11,"88.989.402,93","102.235.166,07","-13.245.763,14","-14,88"
2024-12,"242.299.238,00","102.274.245,31","140.024.992,69","57,79"
2025-01,"63.483.231,68","100.755.039,91","-37.271.808,23","-58,71"
2025-02,"104.745.450,20","101.637.440,61","3.108.009,59","2,97"
2025-03,"109.479.297,40","101.971.557,00","7.507.740,40","6,86"
2025-04,"160.757.466,70","102.080.505,18","58.676.961,52","36,50"
2025-05,"125.070.416,50","101.208.993,74","23.861.422,76","19,08"
2025-06,"131.196.799,90","101.054.120,06","30.142.679,84","22,98"
2025-07,"156.645.138,00","101.383.888,14","55.261.249,86","35,28"
2025-08,"92.725.549,11","101.252.597,07","-8.527.047,96","-9,20"
