Mês,Real,Previsto,Erro,Erro %
2024-09,"302.159.945,50","303.796.638,40","-1.636.692,90","-0,54"
2024-10,"305.972.076,70","276.802.876,69","29.169.200,01","9,53"
2024-11,"297.170.171,40","310.101.006,74","-12.930.835,34","-4,35"
2024-12,"556.762.388,30","334.758.712,50","222.003.675,80","39,87"
2025-01,"306.037.519,30","297.451.079,17","8.586.440,13","2,81"
2025-02,"321.382.380,60","299.831.715,45","21.550.665,15","6,71"
2025-03,"332.460.882,10","305.071.525,88","27.389.356,22","8,24"
2025-04,"332.646.023,50","304.122.888,14","28.523.135,36","8,57"
2025-05,"335.483.427,60","297.502.291,70","37.981.135,90","11,32"
2025-06,"331.738.494,30","314.774.060,36","16.964.433,94","5,11"
2025-07,"325.416.729,20","303.338.082,90","22.078.646,30","6,78"
2025-08,"323.007.201,20","298.738.106,45","24.269.094,75","7,51"
