Mês,Valores_Previstos
2025-09,"8.470.844.054,25"
2025-10,"8.544.419.984,51"
2025-11,"9.029.305.275,50"
2025-12,"9.319.160.227,27"
2026-01,"9.369.638.551,02"
2026-02,"9.013.511.683,72"
2026-03,"8.915.587.582,42"
2026-04,"8.898.604.790,12"
2026-05,"8.769.626.620,22"
2026-06,"8.947.909.436,27"
2026-07,"8.851.086.006,38"
2026-08,"9.068.869.780,07"
