Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),1570564451.0742142,"1.570.564.451,07"
MAE (Mean Absolute Error),1166641568.0484502,"1.166.641.568,05"
MAPE (Mean Absolute % Error),9.487267695365171,"9,49"
