Mês,Valores_Previstos
2025-09,"304.565.218,19"
2025-10,"330.433.439,17"
2025-11,"396.940.987,25"
2025-12,"409.102.197,81"
2026-01,"438.795.759,56"
2026-02,"519.601.801,33"
2026-03,"366.388.451,24"
2026-04,"380.929.483,15"
2026-05,"448.315.768,25"
2026-06,"431.724.721,61"
2026-07,"308.011.086,70"
2026-08,"376.049.910,95"
