Mês,Real,Previsto,Erro,Erro %
2024-09,"264.622.296,40","276.618.402,74","-11.996.106,34","-4,53"
2024-10,"284.607.421,20","296.754.690,65","-12.147.269,45","-4,27"
2024-11,"358.118.788,40","361.949.263,66","-3.830.475,26","-1,07"
2024-12,"402.941.902,60","390.284.694,11","12.657.208,49","3,14"
2025-01,"376.460.533,00","390.964.659,77","-14.504.126,77","-3,85"
2025-02,"481.524.866,00","493.372.966,45","-11.848.100,45","-2,46"
2025-03,"321.883.748,40","332.722.595,75","-10.838.847,35","-3,37"
2025-04,"330.264.762,40","354.758.569,83","-24.493.807,43","-7,42"
2025-05,"418.324.638,90","401.771.311,36","16.553.327,54","3,96"
2025-06,"418.387.059,10","401.194.477,61","17.192.581,49","4,11"
2025-07,"263.303.396,00","297.168.560,66","-33.865.164,66","-12,86"
2025-08,"341.782.561,00","354.974.799,30","-13.192.238,30","-3,86"
