Mês,Real,Previsto,Erro,Erro %
2024-09,"964.961.442,50","952.757.386,49","12.204.056,01","1,26"
2024-10,"933.522.460,70","978.102.818,69","-44.580.357,99","-4,78"
2024-11,"706.187.206,90","891.095.250,47","-184.908.043,57","-26,18"
2024-12,"1.015.457.956,00","1.180.332.850,89","-164.874.894,89","-16,24"
2025-01,"11.086.006.010,00","10.887.595.843,00","198.410.167,00","1,79"
2025-02,"4.530.581.250,00","4.317.740.313,61","212.840.936,39","4,70"
2025-03,"3.466.366.305,00","3.276.439.816,45","189.926.488,55","5,48"
2025-04,"3.035.645.806,00","3.070.632.068,87","-34.986.262,87","-1,15"
2025-05,"2.718.091.303,00","2.775.947.722,94","-57.856.419,94","-2,13"
2025-06,"856.579.497,40","1.034.323.604,08","-177.744.106,68","-20,75"
2025-07,"1.087.627.570,00","1.219.598.971,08","-131.971.401,08","-12,13"
2025-08,"1.059.562.468,00","1.217.311.203,22","-157.748.735,22","-14,89"
