Mês,Valores_Previstos
2025-09,"3.611.879.001,65"
2025-10,"3.613.671.846,46"
2025-11,"3.616.946.648,56"
2025-12,"3.617.611.708,88"
2026-01,"3.618.336.962,80"
2026-02,"3.619.815.087,54"
2026-03,"3.619.325.648,23"
2026-04,"3.622.047.097,61"
2026-05,"3.623.809.958,34"
2026-06,"3.623.958.413,33"
2026-07,"3.623.459.730,81"
2026-08,"3.624.766.292,54"
