Mês,Real,Previsto,Erro,Erro %
2024-09,"359.138.292,40","417.572.795,07","-58.434.502,67","-16,27"
2024-10,"375.742.019,70","418.609.874,74","-42.867.855,04","-11,41"
2024-11,"498.527.507,50","420.180.190,84","78.347.316,66","15,72"
2024-12,"556.845.187,10","420.999.700,06","135.845.487,04","24,40"
2025-01,"461.481.606,40","422.001.383,95","39.480.222,45","8,56"
2025-02,"676.989.317,40","423.106.214,91","253.883.102,49","37,50"
2025-03,"434.161.770,60","417.607.068,29","16.554.702,31","3,81"
2025-04,"433.426.609,60","418.751.890,52","14.674.719,08","3,39"
2025-05,"560.161.941,70","420.127.118,60","140.034.823,10","25,00"
2025-06,"602.933.619,60","420.445.516,94","182.488.102,66","30,27"
2025-07,"354.318.616,70","416.680.954,65","-62.362.337,95","-17,60"
2025-08,"481.161.618,40","418.697.570,99","62.464.047,41","12,98"
