Mês,Valores_Previstos
2025-09,"2.609.141.660,97"
2025-10,"2.626.238.201,49"
2025-11,"2.668.896.731,94"
2025-12,"2.880.145.847,76"
2026-01,"2.994.143.723,43"
2026-02,"2.685.355.878,04"
2026-03,"2.671.445.004,76"
2026-04,"2.703.581.668,25"
2026-05,"2.683.367.814,90"
2026-06,"2.733.932.345,43"
2026-07,"2.701.293.849,32"
2026-08,"2.765.467.983,78"
