Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),132765.5749887938,"132.765,57"
MAE (Mean Absolute Error),102938.33243323171,"102.938,33"
MAPE (Mean Absolute % Error),56.61744640689209,"56,62"
