Mês,Real,Previsto,Erro,Erro %
2024-09,"2.467.197.338,00","2.308.437.686,87","158.759.651,13","6,43"
2024-10,"2.664.285.648,00","2.307.108.048,63","357.177.599,37","13,41"
2024-11,"2.612.891.902,00","2.311.397.969,10","301.493.932,90","11,54"
2024-12,"2.530.651.773,00","2.317.110.576,15","213.541.196,85","8,44"
2025-01,"2.155.774.624,00","2.319.308.030,22","-163.533.406,22","-7,59"
2025-02,"2.312.213.107,00","2.315.868.997,50","-3.655.890,50","-0,16"
2025-03,"2.407.705.068,00","2.308.550.185,66","99.154.882,34","4,12"
2025-04,"2.533.180.440,00","2.274.340.854,34","258.839.585,66","10,22"
2025-05,"2.459.727.774,00","2.260.040.895,22","199.686.878,78","8,12"
2025-06,"2.599.399.674,00","2.242.867.312,13","356.532.361,87","13,72"
2025-07,"2.549.874.863,00","2.236.955.155,65","312.919.707,35","12,27"
2025-08,"2.696.090.553,00","2.246.698.773,38","449.391.779,62","16,67"
