Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),1094267500.1254742,"1.094.267.500,13"
MAE (Mean Absolute Error),809931171.7637209,"809.931.171,76"
MAPE (Mean Absolute % Error),31.57467320301,"31,57"
