Mês,Valores_Previstos
2025-09,"9.151.633,37"
2025-10,"9.156.159,07"
2025-11,"9.204.912,40"
2025-12,"12.261.162,43"
2026-01,"256.847.898,57"
2026-02,"9.198.008,49"
2026-03,"8.980.206,93"
2026-04,"8.916.456,66"
2026-05,"8.904.760,83"
2026-06,"8.920.556,42"
2026-07,"8.923.768,78"
2026-08,"8.900.590,09"
