Mês,Real,Previsto,Erro,Erro %
2024-09,"182.746.661,20","175.480.755,12","7.265.906,08","3,98"
2024-10,"190.091.253,60","183.402.513,94","6.688.739,66","3,52"
2024-11,"185.184.624,30","200.717.521,25","-15.532.896,95","-8,39"
2024-12,"478.579.988,60","410.443.389,66","68.136.598,94","14,24"
2025-01,"21.257.509,67","77.923.117,16","-56.665.607,49","-266,57"
2025-02,"199.064.031,70","184.451.275,38","14.612.756,32","7,34"
2025-03,"194.837.877,30","192.944.211,16","1.893.666,14","0,97"
2025-04,"190.846.193,90","190.647.806,38","198.387,52","0,10"
2025-05,"191.585.435,60","197.969.501,67","-6.384.066,07","-3,33"
2025-06,"197.912.784,70","187.961.057,57","9.951.727,13","5,03"
2025-07,"202.422.435,60","192.572.803,08","9.849.632,52","4,87"
2025-08,"204.958.413,60","174.667.145,78","30.291.267,82","14,78"
