Mês,Real,Previsto,Erro,Erro %
2024-09,"2.056.702.169,00","1.975.871.883,03","80.830.285,97","3,93"
2024-10,"1.911.259.862,00","1.978.415.236,11","-67.155.374,11","-3,51"
2024-11,"2.165.134.676,00","1.980.054.633,85","185.080.042,15","8,55"
2024-12,"3.582.862.062,00","1.978.861.564,06","1.604.000.497,94","44,77"
2025-01,"2.036.993.391,00","1.978.726.593,56","58.266.797,44","2,86"
2025-02,"2.206.060.483,00","1.978.674.633,92","227.385.849,08","10,31"
2025-03,"1.968.826.774,00","1.978.748.080,29","-9.921.306,29","-0,50"
2025-04,"2.242.426.598,00","1.978.500.560,24","263.926.037,76","11,77"
2025-05,"2.354.299.372,00","1.978.856.403,68","375.442.968,32","15,95"
2025-06,"2.796.129.189,00","1.978.981.676,23","817.147.512,77","29,22"
2025-07,"2.311.460.678,00","1.978.990.662,40","332.470.015,60","14,38"
2025-08,"2.359.028.005,00","1.978.936.300,52","380.091.704,48","16,11"
