Mês,Real,Previsto,Erro,Erro %
2024-09,"9.289.979,21","10.340.358,50","-1.050.379,29","-11,31"
2024-10,"7.343.441,38","8.231.444,83","-888.003,45","-12,09"
2024-11,"6.020.475,68","7.635.612,16","-1.615.136,48","-26,83"
2024-12,"5.441.626,92","8.249.825,11","-2.808.198,19","-51,61"
2025-01,"9.165.635,79","10.519.366,90","-1.353.731,11","-14,77"
2025-02,"10.055.213,61","10.469.059,71","-413.846,10","-4,12"
2025-03,"36.819.354,69","22.773.328,36","14.046.026,33","38,15"
2025-04,"15.059.694,99","10.618.005,20","4.441.689,79","29,49"
2025-05,"9.734.265,01","12.274.855,14","-2.540.590,13","-26,10"
2025-06,"10.529.732,67","11.354.252,07","-824.519,40","-7,83"
2025-07,"11.761.894,47","11.925.939,51","-164.045,04","-1,39"
2025-08,"10.406.593,14","12.066.867,77","-1.660.274,63","-15,95"
