Mês,Real,Previsto,Erro,Erro %
2024-09,"964.961.442,50","1.086.330.245,96","-121.368.803,46","-12,58"
2024-10,"933.522.460,70","1.024.205.862,08","-90.683.401,38","-9,71"
2024-11,"706.187.206,90","940.736.892,12","-234.549.685,22","-33,21"
2024-12,"1.015.457.956,00","1.211.559.643,48","-196.101.687,48","-19,31"
2025-01,"11.086.006.010,00","10.861.956.263,28","224.049.746,72","2,02"
2025-02,"4.530.581.250,00","4.236.469.340,01","294.111.909,99","6,49"
2025-03,"3.466.366.305,00","3.229.278.856,64","237.087.448,36","6,84"
2025-04,"3.035.645.806,00","2.959.065.187,89","76.580.618,11","2,52"
2025-05,"2.718.091.303,00","2.680.868.732,42","37.222.570,58","1,37"
2025-06,"856.579.497,40","967.279.141,83","-110.699.644,43","-12,92"
2025-07,"1.087.627.570,00","1.153.428.769,04","-65.801.199,04","-6,05"
2025-08,"1.059.562.468,00","1.383.996.976,15","-324.434.508,15","-30,62"
