Mês,Valores_Previstos
2025-09,"1.850.381.839,95"
2025-10,"1.862.417.128,79"
2025-11,"1.873.876.333,74"
2025-12,"1.899.898.188,39"
2026-01,"1.872.855.221,63"
2026-02,"1.760.654.197,18"
2026-03,"1.765.889.830,17"
2026-04,"1.795.524.420,66"
2026-05,"1.776.033.018,51"
2026-06,"1.838.810.475,47"
2026-07,"1.869.584.024,63"
2026-08,"1.898.436.924,68"
