Mês,Real,Previsto,Erro,Erro %
2024-09,"449.155.899,50","453.076.424,82","-3.920.525,32","-0,87"
2024-10,"475.064.133,00","467.726.634,70","7.337.498,30","1,54"
2024-11,"617.372.700,30","595.376.532,12","21.996.168,18","3,56"
2024-12,"691.537.199,00","611.010.514,90","80.526.684,10","11,64"
2025-01,"611.701.113,00","611.699.065,58","2.047,42","0,00"
2025-02,"864.310.534,10","611.222.052,10","253.088.482,00","29,28"
2025-03,"560.402.239,10","529.749.165,68","30.653.073,42","5,47"
2025-04,"563.623.573,30","578.139.834,78","-14.516.261,48","-2,58"
2025-05,"724.452.759,90","603.235.628,51","121.217.131,39","16,73"
2025-06,"764.875.067,10","579.081.564,15","185.793.502,95","24,29"
2025-07,"457.630.401,00","467.746.552,04","-10.116.151,04","-2,21"
2025-08,"614.085.157,70","518.948.716,38","95.136.441,32","15,49"
