Mês,Valores_Previstos
2025-09,"3.088.162.869,38"
2025-10,"3.092.919.761,92"
2025-11,"3.096.471.472,07"
2025-12,"3.098.756.709,92"
2026-01,"3.097.241.655,33"
2026-02,"3.101.727.837,53"
2026-03,"3.103.245.200,44"
2026-04,"3.102.389.052,12"
2026-05,"3.099.796.727,96"
2026-06,"3.100.420.293,04"
2026-07,"3.101.024.913,96"
2026-08,"3.097.886.234,09"
