Métrica,Valor,Valor_formatado
RMSE (Root Mean Squared Error),21687272.181049556,"21.687.272,18"
MAE (Mean Absolute Error),16658132.624490209,"16.658.132,62"
MAPE (Mean Absolute % Error),11.33440071011411,"11,33"
