Mês,Valores_Previstos
2025-09,"4.378.795.969,64"
2025-10,"4.306.521.261,11"
2025-11,"4.390.474.368,61"
2025-12,"4.387.678.880,19"
2026-01,"4.368.484.620,83"
2026-02,"4.302.899.190,38"
2026-03,"4.316.518.748,00"
2026-04,"4.536.753.159,06"
2026-05,"4.331.661.704,08"
2026-06,"4.336.511.361,25"
2026-07,"4.293.271.452,87"
2026-08,"4.355.955.836,62"
